18650	2
19470	1
19700	3
19710	6
19720	7
19730	5
19740	22
19750	28
19760	64
19770	109
19780	224
19790	339
19800	551
19810	861
19820	1335
19830	1941
19840	2630
19850	3833
19860	4961
19870	6463
19880	8361
19890	10417
19900	13005
19910	15707
19920	18837
19930	21979
19940	24976
19950	28243
19960	30819
19970	33490
19980	35733
19990	37517
20000	38714
20010	39062
20020	38759
20030	37786
20040	36843
20050	35239
20060	33281
20070	30917
20080	28929
20090	26521
20100	24670
20110	22308
20120	20897
20130	19042
20140	17503
20150	16297
20160	15004
20170	13875
20180	12822
20190	11994
20200	10970
20210	10203
20220	9581
20230	8912
20240	8147
20250	7714
20260	7128
20270	6690
20280	6176
20290	5782
20300	5364
20310	5238
20320	4897
20330	4384
20340	4174
20350	3928
20360	3738
20370	3396
20380	3069
20390	3133
20400	2822
20410	2558
20420	2439
20430	2333
20440	2101
20450	2009
20460	1926
20470	1801
20480	1673
20490	1698
20500	1523
20510	1373
20520	1277
20530	1329
20540	1208
20550	1076
20560	1046
20570	961
20580	928
20590	905
20600	876
20610	793
20620	733
20630	723
20640	664
20650	669
20660	617
20670	564
20680	547
20690	485
20700	426
20710	444
20720	382
20730	431
20740	406
20750	377
20760	316
20770	338
20780	305
20790	279
20800	284
20810	272
20820	295
20830	260
20840	228
20850	247
20860	207
20870	183
20880	171
20890	175
20900	167
20910	146
20920	169
20930	143
20940	135
20950	136
20960	129
20970	123
20980	132
20990	130
21000	128
21010	132
21020	120
21030	113
21040	94
21050	111
21060	98
21070	106
21080	109
21090	95
21100	120
21110	105
21120	108
21130	107
21140	102
21150	108
21160	107
21170	103
21180	107
21190	98
21200	102
21210	112
21220	103
21230	108
21240	113
21250	115
21260	83
21270	123
21280	98
21290	85
21300	95
21310	103
21320	99
21330	98
21340	100
21350	108
21360	100
21370	112
21380	102
21390	101
21400	94
21410	100
21420	88
21430	82
21440	82
21450	81
21460	62
21470	78
21480	64
21490	71
21500	59
21510	50
21520	65
21530	65
21540	47
21550	47
21560	38
21570	49
21580	35
21590	47
21600	46
21610	42
21620	47
21630	46
21640	40
21650	38
21660	43
21670	32
21680	34
21690	39
21700	26
21710	43
21720	38
21730	34
21740	39
21750	34
21760	31
21770	35
21780	38
21790	41
21800	45
21810	31
21820	34
21830	46
21840	31
21850	34
21860	35
21870	26
21880	36
21890	36
21900	30
21910	31
21920	23
21930	30
21940	39
21950	19
21960	18
21970	21
21980	16
21990	28
22000	14
22010	13
22020	19
22030	18
22040	17
22050	18
22060	13
22070	13
22080	3
22090	13
22100	14
22110	9
22120	16
22130	10
22140	14
22150	14
22160	13
22170	1
22180	13
22190	13
22200	7
22210	8
22220	4
22230	9
22240	4
22250	6
22260	7
22270	3
22280	4
22300	4
22310	4
22320	7
22330	4
22340	4
22350	3
22360	3
22370	5
22380	6
22390	3
22400	4
22410	2
22420	1
22430	3
22440	1
22450	2
22460	2
22470	1
22490	1
22500	2
22520	1
22530	1
22540	3
22550	3
22560	4
22580	1
22590	1
22600	2
22610	2
22620	2
22630	2
22640	2
22650	2
22660	2
22670	2
22680	2
22690	2
22700	2
22710	1
22720	1
22740	2
22830	3
22850	1
22900	1
22910	1
22930	1
22970	1
22990	1
23030	1
23040	1
23110	2
23120	1
23140	1
23240	1
23300	1
23350	1
23380	1
23410	1
23430	1
23510	1
23570	1
23690	1
23910	1
24060	1
24070	1
24190	1
24330	1
70940	1
