44620	2
44720	1
45260	1
45410	1
46130	1
46140	1
46190	1
46270	1
46280	1
46310	1
46330	1
46340	1
46360	1
46370	3
46410	4
46430	1
46440	1
46450	2
46480	3
46510	1
46520	2
46540	1
46550	1
46560	1
46570	2
46590	2
46600	3
46630	2
46640	2
46650	1
46670	2
46680	2
46690	1
46710	3
46720	1
46730	4
46740	4
46760	1
46770	6
46780	3
46790	2
46800	2
46810	2
46820	3
46830	3
46840	3
46850	3
46860	2
46870	3
46880	8
46890	3
46900	4
46910	1
46920	4
46930	2
46940	3
46950	2
46960	2
46970	3
46980	3
46990	6
47000	6
47010	2
47020	4
47030	3
47040	2
47050	2
47060	1
47070	2
47080	2
47090	2
47100	2
47110	3
47120	3
47130	3
47140	3
47150	6
47160	2
47170	4
47180	4
47190	6
47200	4
47210	1
47220	4
47230	6
47240	3
47250	2
47260	1
47270	3
47280	8
47290	4
47300	3
47310	3
47320	4
47330	3
47340	2
47350	1
47360	3
47370	1
47380	1
47390	6
47400	2
47410	3
47420	3
47430	3
47440	4
47450	4
47460	4
47470	4
47480	1
47490	1
47500	1
47510	2
47520	3
47530	1
47540	1
47560	1
47570	4
47580	4
47590	1
47600	2
47610	2
47620	1
47630	2
47640	4
47650	3
47660	2
47670	1
47690	1
47700	2
47710	1
47730	1
47740	5
47750	1
47760	2
47770	1
47780	2
47790	4
47800	2
47810	3
47820	1
47830	1
47840	1
47850	3
47860	2
47870	4
47880	2
47890	1
47900	1
47910	1
47920	1
47930	2
47940	1
47950	3
47960	2
47970	3
47980	2
48000	2
48010	1
48020	4
48030	1
48040	1
48060	1
48070	1
48080	2
48090	2
48100	2
48120	4
48130	2
48140	1
48150	3
48160	3
48170	3
48180	2
48190	1
48200	4
48210	2
48220	1
48230	1
48240	4
48250	1
48260	2
48270	4
48280	4
48300	2
48310	3
48330	5
48340	1
48350	4
48360	1
48370	6
48380	1
48390	4
48400	1
48410	4
48420	2
48430	4
48440	3
48450	1
48460	2
48470	4
48480	1
48490	3
48500	4
48510	3
48520	2
48530	1
48540	1
48550	1
48560	2
48570	3
48580	2
48590	1
48600	1
48610	1
48620	2
48630	1
48640	1
48650	1
48660	2
48670	4
48680	2
48690	3
48700	4
48710	1
48720	1
48730	2
48750	3
48760	2
48770	2
48780	4
48790	2
48800	2
48810	3
48820	2
48830	1
48840	5
48850	1
48860	4
48870	2
48880	2
48890	3
48900	3
48910	2
48920	7
48930	2
48940	3
48950	2
48960	3
48970	1
48980	3
48990	4
49000	5
49010	3
49020	5
49030	3
49050	2
49060	4
49070	5
49080	4
49090	4
49100	2
49110	3
49120	3
49130	5
49140	4
49150	2
49160	3
49170	4
49180	2
49190	7
49200	6
49210	2
49220	5
49230	6
49240	3
49250	2
49260	4
49270	8
49280	4
49290	8
49300	3
49310	5
49320	4
49330	1
49340	3
49350	4
49360	5
49370	6
49380	8
49390	8
49400	5
49410	5
49420	3
49430	3
49440	2
49450	3
49460	4
49470	7
49480	8
49490	2
49500	3
49510	3
49520	1
49530	9
49540	2
49550	4
49560	2
49570	7
49580	3
49590	4
49600	1
49610	2
49620	2
49630	7
49640	2
49650	4
49660	3
49670	4
49680	4
49690	7
49700	4
49710	4
49720	2
49730	6
49740	5
49750	8
49760	1
49770	2
49780	6
49790	3
49800	6
49810	8
49820	8
49830	7
49840	10
49850	13
49860	15
49870	13
49880	18
49890	24
49900	33
49910	37
49920	43
49930	36
49940	57
49950	66
49960	73
49970	103
49980	121
49990	153
50000	185
50010	245
50020	296
50030	375
50040	450
50050	628
50060	773
50070	932
50080	1108
50090	1483
50100	1738
50110	2266
50120	2634
50130	3266
50140	3965
50150	4799
50160	5708
50170	6708
50180	7841
50190	9223
50200	10657
50210	11994
50220	14047
50230	15721
50240	17610
50250	19606
50260	21266
50270	22947
50280	25078
50290	26557
50300	28228
50310	29844
50320	30903
50330	32354
50340	32359
50350	33349
50360	33425
50370	33577
50380	33340
50390	32536
50400	31807
50410	30724
50420	29247
50430	27900
50440	26983
50450	24916
50460	23275
50470	21410
50480	19907
50490	17979
50500	16752
50510	14880
50520	13331
50530	11932
50540	10784
50550	9395
50560	8289
50570	7183
50580	6222
50590	5563
50600	4866
50610	4065
50620	3532
50630	3124
50640	2655
50650	2202
50660	1944
50670	1666
50680	1452
50690	1274
50700	1106
50710	951
50720	801
50730	736
50740	731
50750	653
50760	549
50770	569
50780	467
50790	458
50800	461
50810	432
50820	441
50830	435
50840	377
50850	430
50860	371
50870	399
50880	359
50890	420
50900	383
50910	354
50920	389
50930	350
50940	387
50950	381
50960	360
50970	354
50980	355
50990	351
51000	285
51010	328
51020	353
51030	291
51040	296
51050	294
51060	272
51070	220
51080	235
51090	220
51100	194
51110	182
51120	157
51130	158
51140	158
51150	130
51160	125
51170	116
51180	116
51190	126
51200	115
51210	84
51220	75
51230	86
51240	87
51250	69
51260	63
51270	72
51280	69
51290	76
51300	71
51310	63
51320	87
51330	68
51340	81
51350	77
51360	67
51370	87
51380	79
51390	81
51400	82
51410	92
51420	89
51430	77
51440	92
51450	99
51460	81
51470	100
51480	98
51490	82
51500	88
51510	72
51520	78
51530	98
51540	78
51550	79
51560	70
51570	70
51580	68
51590	67
51600	64
51610	64
51620	69
51630	62
51640	59
51650	56
51660	75
51670	68
51680	60
51690	61
51700	50
51710	52
51720	49
51730	49
51740	47
51750	38
51760	53
51770	57
51780	52
51790	51
51800	45
51810	44
51820	44
51830	63
51840	49
51850	55
51860	68
51870	63
51880	62
51890	53
51900	57
51910	50
51920	65
51930	59
51940	66
51950	71
51960	74
51970	76
51980	96
51990	81
52000	74
52010	78
52020	101
52030	95
52040	106
52050	98
52060	103
52070	86
52080	114
52090	82
52100	106
52110	93
52120	101
52130	96
52140	80
52150	114
52160	102
52170	90
52180	111
52190	107
52200	119
52210	108
52220	101
52230	102
52240	103
52250	100
52260	96
52270	102
52280	96
52290	95
52300	101
52310	87
52320	72
52330	90
52340	94
52350	75
52360	93
52370	93
52380	100
52390	91
52400	77
52410	101
52420	86
52430	105
52440	96
52450	100
52460	83
52470	83
52480	96
52490	98
52500	76
52510	102
52520	95
52530	115
52540	110
52550	117
52560	111
52570	119
52580	119
52590	101
52600	133
52610	102
52620	106
52630	119
52640	109
52650	127
52660	128
52670	119
52680	120
52690	113
52700	123
52710	110
52720	124
52730	115
52740	122
52750	122
52760	130
52770	130
52780	127
52790	124
52800	132
52810	111
52820	118
52830	128
52840	124
52850	107
52860	103
52870	101
52880	99
52890	98
52900	109
52910	96
52920	96
52930	92
52940	116
52950	98
52960	109
52970	91
52980	94
52990	70
53000	89
53010	76
53020	77
53030	98
53040	81
53050	72
53060	76
53070	96
53080	74
53090	61
53100	79
53110	80
53120	98
53130	90
53140	58
53150	56
53160	46
53170	79
53180	70
53190	68
53200	68
53210	65
53220	73
53230	77
53240	64
53250	61
53260	49
53270	62
53280	68
53290	67
53300	69
53310	52
53320	60
53330	52
53340	53
53350	61
53360	75
53370	57
53380	61
53390	61
53400	62
53410	43
53420	66
53430	50
53440	51
53450	49
53460	45
53470	49
53480	50
53490	56
53500	40
53510	40
53520	55
53530	42
53540	31
53550	39
53560	33
53570	32
53580	44
53590	25
53600	27
53610	25
53620	40
53630	31
53640	28
53650	26
53660	26
53670	37
53680	23
53690	32
53700	24
53710	24
53720	25
53730	27
53740	40
53750	32
53760	23
53770	32
53780	27
53790	26
53800	34
53810	36
53820	45
53830	44
53840	59
53850	76
53860	61
53870	62
53880	74
53890	92
53900	98
53910	118
53920	128
53930	141
53940	156
53950	161
53960	193
53970	228
53980	228
53990	252
54000	216
54010	240
54020	282
54030	276
54040	313
54050	340
54060	294
54070	301
54080	316
54090	316
54100	327
54110	350
54120	310
54130	300
54140	280
54150	274
54160	328
54170	272
54180	272
54190	215
54200	236
54210	212
54220	237
54230	222
54240	182
54250	174
54260	164
54270	156
54280	135
54290	120
54300	126
54310	97
54320	104
54330	87
54340	95
54350	89
54360	78
54370	66
54380	62
54390	56
54400	54
54410	59
54420	55
54430	49
54440	42
54450	34
54460	40
54470	39
54480	34
54490	38
54500	32
54510	40
54520	20
54530	16
54540	27
54550	27
54560	31
54570	24
54580	26
54590	20
54600	26
54610	14
54620	18
54630	14
54640	21
54650	13
54660	10
54670	19
54680	13
54690	18
54700	9
54710	22
54720	17
54730	17
54740	19
54750	11
54760	12
54770	12
54780	13
54790	6
54800	7
54810	9
54820	8
54830	8
54840	4
54850	8
54860	11
54870	5
54880	8
54890	6
54900	4
54910	3
54920	4
54930	7
54940	9
54950	7
54960	7
54970	6
54980	2
54990	2
55000	4
55010	6
55020	3
55030	3
55040	5
55050	7
55060	6
55070	1
55080	8
55090	1
55100	2
55110	6
55120	2
55130	2
55140	9
55150	3
55160	6
55170	3
55180	11
55190	2
55200	8
55210	9
55220	10
55230	8
55240	8
55250	9
55260	9
55270	10
55280	4
55290	4
55300	8
55310	6
55320	5
55330	6
55340	7
55350	6
55360	6
55370	10
55380	4
55390	8
55400	8
55410	5
55420	15
55430	4
55440	6
55450	5
55460	9
55470	1
55480	5
55490	7
55500	9
55510	5
55520	7
55530	7
55540	3
55550	8
55560	3
55570	4
55580	9
55590	4
55600	3
55610	7
55620	5
55630	7
55640	5
55650	2
55660	4
55670	5
55680	4
55690	5
55700	7
55710	4
55720	6
55730	3
55740	10
55750	5
55760	13
55770	8
55780	8
55790	8
55800	7
55810	14
55820	12
55830	13
55840	12
55850	20
55860	15
55870	20
55880	16
55890	20
55900	22
55910	12
55920	24
55930	18
55940	19
55950	23
55960	27
55970	23
55980	28
55990	24
56000	23
56010	13
56020	28
56030	27
56040	22
56050	23
56060	20
56070	13
