40647	0.000001
40857	0.000002
42882	0.000003
45606	0.000004
45607	0.000005
45676	0.000008
45746	0.000012
45815	0.000013
45816	0.000014
45885	0.000017
45886	0.000018
45955	0.000021
45956	0.000023
46025	0.000026
46026	0.000027
46095	0.000029
46165	0.000031
46234	0.000032
46235	0.000035
46305	0.000039
46374	0.000041
46375	0.000042
46444	0.000043
46445	0.000046
46514	0.000049
46515	0.000050
46584	0.000051
46585	0.000052
46654	0.000053
46723	0.000055
46724	0.000059
46794	0.000061
46863	0.000063
46864	0.000065
46933	0.000067
47003	0.000069
47004	0.000070
47073	0.000074
47074	0.000075
47143	0.000077
47213	0.000078
47352	0.000079
47422	0.000080
48331	0.000081
48889	0.000082
49657	0.000083
50076	0.000085
50146	0.000086
50495	0.000087
50565	0.000091
50635	0.000096
50704	0.000099
50705	0.000105
50774	0.000108
50844	0.000112
50845	0.000113
50914	0.000118
50915	0.000123
50984	0.000129
50985	0.000130
51054	0.000134
51123	0.000137
51124	0.000144
51193	0.000147
51194	0.000154
51263	0.000162
51264	0.000164
51333	0.000172
51334	0.000175
51403	0.000184
51404	0.000187
51473	0.000197
51542	0.000198
51543	0.000208
51612	0.000211
51613	0.000219
51682	0.000225
51683	0.000228
51752	0.000237
51753	0.000241
51822	0.000248
51823	0.000249
51892	0.000253
51962	0.000262
52031	0.000266
52032	0.000273
52101	0.000277
52102	0.000279
52172	0.000289
52241	0.000300
52242	0.000304
52311	0.000313
52312	0.000314
52380	0.000315
52381	0.000331
52450	0.000334
52451	0.000346
52520	0.000353
52521	0.000366
52590	0.000377
52591	0.000385
52660	0.000397
52661	0.000406
52730	0.000420
52731	0.000421
52800	0.000448
52801	0.000449
52869	0.000454
52870	0.000480
52939	0.000493
52940	0.000526
53009	0.000565
53010	0.000614
53079	0.000746
53080	0.000819
53149	0.001121
53150	0.001218
53219	0.001981
53220	0.002024
53288	0.002236
53289	0.003972
53358	0.004987
53359	0.007880
53428	0.010853
53429	0.015107
53498	0.022348
53499	0.027647
53568	0.042460
53569	0.047758
53638	0.075052
53639	0.078187
53707	0.080505
53708	0.120726
53777	0.132539
53778	0.176848
53847	0.202603
53848	0.245848
53917	0.288546
53918	0.326529
53987	0.386715
53988	0.414032
54057	0.490935
54058	0.504830
54126	0.505289
54127	0.593567
54196	0.607091
54197	0.676397
54266	0.700236
54267	0.749582
54336	0.779000
54337	0.810825
54406	0.841756
54407	0.859270
54476	0.888660
54477	0.895988
54546	0.921287
54547	0.922437
54615	0.924591
54616	0.940616
54685	0.943997
54686	0.952959
54755	0.956360
54756	0.960789
54825	0.963897
54826	0.965952
54895	0.968512
54896	0.969356
54965	0.971615
54966	0.971833
55034	0.971992
55035	0.973857
55104	0.974226
55105	0.975507
55174	0.976064
55175	0.976968
55244	0.977763
55245	0.978391
55314	0.979367
55315	0.979800
55384	0.980899
55385	0.981074
55453	0.981107
55454	0.982288
55523	0.982487
55524	0.983396
55593	0.983759
55594	0.984416
55663	0.984895
55664	0.985396
55733	0.986022
55734	0.986348
55803	0.987002
55804	0.987166
55873	0.987847
55874	0.987868
55942	0.987944
55943	0.988451
56012	0.988597
56013	0.988950
56082	0.989148
56083	0.989394
56152	0.989606
56153	0.989746
56222	0.989996
56223	0.990049
56292	0.990310
56293	0.990325
56361	0.990343
56362	0.990531
56431	0.990565
56432	0.990713
56501	0.990774
56502	0.990868
56571	0.990945
56572	0.991007
56641	0.991082
56642	0.991112
56711	0.991200
56712	0.991216
56780	0.991218
56781	0.991291
56850	0.991310
56851	0.991385
56920	0.991412
56921	0.991467
56990	0.991509
56991	0.991558
57060	0.991608
57061	0.991627
57130	0.991696
57131	0.991723
57200	0.991816
57201	0.991817
57269	0.991834
57270	0.991926
57339	0.991956
57340	0.992045
57409	0.992113
57410	0.992192
57479	0.992256
57480	0.992295
57549	0.992399
57550	0.992429
57619	0.992587
57620	0.992599
57688	0.992617
57689	0.992749
57758	0.992790
57759	0.992944
57828	0.993019
57829	0.993122
57898	0.993230
57899	0.993304
57968	0.993443
57969	0.993492
58038	0.993648
58039	0.993666
58107	0.993677
58108	0.993817
58177	0.993861
58178	0.994003
58247	0.994060
58248	0.994151
58317	0.994257
58318	0.994349
58387	0.994467
58388	0.994522
58457	0.994660
58458	0.994679
58526	0.994680
58527	0.994840
58596	0.994859
58597	0.994974
58666	0.995007
58667	0.995067
58736	0.995118
58737	0.995178
58806	0.995259
58807	0.995299
58876	0.995362
58877	0.995382
58946	0.995461
58947	0.995465
59015	0.995472
59016	0.995544
59085	0.995561
59086	0.995621
59155	0.995657
59156	0.995702
59225	0.995740
59226	0.995768
59295	0.995819
59296	0.995833
59365	0.995896
59366	0.995903
59434	0.995910
59435	0.995974
59504	0.995996
59505	0.996053
59574	0.996071
59575	0.996109
59644	0.996151
59645	0.996185
59714	0.996244
59715	0.996267
59784	0.996336
59785	0.996349
59853	0.996350
59854	0.996424
59923	0.996438
59924	0.996510
59993	0.996544
59994	0.996607
60063	0.996646
60064	0.996695
60133	0.996768
60134	0.996799
60203	0.996892
60204	0.996915
60273	0.997036
60274	0.997040
60342	0.997054
60343	0.997145
60412	0.997170
60413	0.997239
60482	0.997288
60483	0.997352
60552	0.997405
60553	0.997443
60622	0.997505
60623	0.997527
60692	0.997621
60693	0.997625
60761	0.997633
60762	0.997715
60831	0.997737
60832	0.997798
60901	0.997833
60902	0.997871
60971	0.997907
60972	0.997939
61041	0.997995
61042	0.998020
61111	0.998090
61112	0.998099
61180	0.998102
61181	0.998174
61250	0.998188
61251	0.998249
61320	0.998279
61321	0.998323
61390	0.998363
61391	0.998394
61460	0.998442
61461	0.998470
61530	0.998520
61531	0.998532
61600	0.998606
61669	0.998615
61670	0.998683
61739	0.998707
61740	0.998747
61809	0.998777
61810	0.998806
61879	0.998855
61880	0.998886
61949	0.998940
61950	0.998954
62019	0.999011
